Gene_ID	Pfam_ID	Identity	Align_Length	Mismatch	Gap	Q_start	Q_end	T_start	T_end	E_value	Score	Function
fake_2M_genome_001479	A0A0N0YB61_THEVU/3-195	46.3	190	102	0	5	194	2	191	2.3e-48	197.6	A0A0N0YB61_THEVU/3-195 A0A0N0YB61.1 PF00300.21;His_Phos_1;
fake_2M_genome_001480	A0A094K6X3_9BACL/4-201	100	185	0	0	23	207	1	185	1.3e-98	364.8	A0A094K6X3_9BACL/4-201 A0A094K6X3.1 PF01955.17;CbiZ;
fake_2M_genome_001481	A0A094JKG9_9BACL/7-306	99.7	300	1	0	7	306	1	300	3.5e-171	606.3	A0A094JKG9_9BACL/7-306 A0A094JKG9.1 PF03186.12;CobD_Cbib;
fake_2M_genome_001482	J7ISP4_DESMD/30-176	52.5	141	67	0	37	177	7	147	1.5e-35	155.2	J7ISP4_DESMD/30-176 J7ISP4.1 PF00069.24;Pkinase;
fake_2M_genome_001483	A0A094JQW7_9BACL/18-134	99.1	117	1	0	18	134	1	117	2.4e-60	236.9	A0A094JQW7_9BACL/18-134 A0A094JQW7.1 PF13380.5;CoA_binding_2;
fake_2M_genome_001484	A0A094JMP6_9BACL/25-150	99.2	126	1	0	25	150	1	126	7.8e-63	245.4	A0A094JMP6_9BACL/25-150 A0A094JMP6.1 PF13279.5;4HBT_2;
fake_2M_genome_001485	A0A0N0Y967_THEVU/53-118	59.1	66	27	0	55	120	1	66	1e-10	72.8	A0A0N0Y967_THEVU/53-118 A0A0N0Y967.1 PF14559.5;TPR_19;
fake_2M_genome_001486	F5SFF8_9BACL/14-70	78.9	57	12	0	7	63	1	57	7.2e-19	99	F5SFF8_9BACL/14-70 F5SFF8.1 PF03745.13;DUF309;
fake_2M_genome_001487	A0A0N1K355_THEVU/6-82	63.2	76	28	0	6	81	1	76	4.3e-20	103.6	A0A0N1K355_THEVU/6-82 A0A0N1K355.1 PF13921.5;Myb_DNA-bind_6;
fake_2M_genome_001493	A0A094LYU3_9BACL/5-347	100	343	0	0	5	347	1	343	1.1e-189	667.9	A0A094LYU3_9BACL/5-347 A0A094LYU3.1 PF00180.19;Iso_dh;
fake_2M_genome_001494	A0A094JMP4_9BACL/2-335	99.7	334	1	0	54	387	1	334	2.7e-185	654.1	A0A094JMP4_9BACL/2-335 A0A094JMP4.1 PF00933.20;Glyco_hydro_3;
fake_2M_genome_001496	A0A094JKG1_9BACL/8-90	100	46	0	0	45	90	38	83	4.8e-18	95.9	A0A094JKG1_9BACL/8-90 A0A094JKG1.1 PF12732.6;YtxH;
fake_2M_genome_001497	A0A094JQV9_9BACL/6-107	100	102	0	0	6	107	1	102	4e-53	212.6	A0A094JQV9_9BACL/6-107 A0A094JQV9.1 PF11009.7;DUF2847;
fake_2M_genome_001498	A0A094LYU1_9BACL/89-354	100	266	0	0	89	354	1	266	8.2e-145	518.8	A0A094LYU1_9BACL/89-354 A0A094LYU1.1 PF00793.19;DAHP_synth_1;
fake_2M_genome_001500	A0A094JKF6_9BACL/176-336	100	161	0	0	176	336	1	161	2.2e-86	324.7	A0A094JKF6_9BACL/176-336 A0A094JKF6.1 PF13377.5;Peripla_BP_3;
fake_2M_genome_001501	A0A094JQV7_9BACL/4-230	100	227	0	0	4	230	1	227	6.8e-124	448.7	A0A094JQV7_9BACL/4-230 A0A094JQV7.1 PF01048.19;PNP_UDP_1;
fake_2M_genome_001502	G2TN72_BACCO/5-47	74.4	43	11	0	5	47	1	43	1.4e-13	80.1	G2TN72_BACCO/5-47 G2TN72.1 PF07561.10;DUF1540;
fake_2M_genome_001503	A0A094LYT7_9BACL/50-463	99.5	414	2	0	50	463	1	414	1.5e-249	867.5	A0A094LYT7_9BACL/50-463 A0A094LYT7.1 PF00501.27;AMP-binding;
fake_2M_genome_001504	F5SE69_9BACL/365-613	50.4	252	122	2	365	616	1	249	3.5e-70	271.9	F5SE69_9BACL/365-613 F5SE69.1 PF00905.21;Transpeptidase;
fake_2M_genome_001505	F5SE69_9BACL/365-613	52.8	250	117	1	394	643	1	249	5.1e-75	288.1	F5SE69_9BACL/365-613 F5SE69.1 PF00905.21;Transpeptidase;
fake_2M_genome_001506	A0A094JMN8_9BACL/44-333	100	290	0	0	44	333	1	290	5.3e-164	582.8	A0A094JMN8_9BACL/44-333 A0A094JMN8.1 PF00579.24;tRNA-synt_1b;
fake_2M_genome_001507	A0A094K6U2_9BACL/7-122	100	116	0	0	8	123	1	116	8.9e-60	235	A0A094K6U2_9BACL/7-122 A0A094K6U2.1 PF00293.27;NUDIX;
fake_2M_genome_001508	A0A094JKF3_9BACL/16-325	98.1	310	6	0	16	325	1	310	2.7e-170	604.7	A0A094JKF3_9BACL/16-325 A0A094JKF3.1 PF01326.18;PPDK_N;
fake_2M_genome_001509	A0A0N0Y974_THEVU/3-91	93.3	89	6	0	3	91	1	89	1.8e-40	171.4	A0A0N0Y974_THEVU/3-91 A0A0N0Y974.1 PF00163.18;Ribosomal_S4;
fake_2M_genome_001510	A0A094LYT3_9BACL/42-212	100	171	0	0	42	212	1	171	3.1e-99	366.7	A0A094LYT3_9BACL/42-212 A0A094LYT3.1 PF02390.16;Methyltransf_4;
fake_2M_genome_001513	A0A094JKE9_9BACL/5-194	99.5	190	1	0	5	194	1	190	9.8e-108	394.8	A0A094JKE9_9BACL/5-194 A0A094JKE9.1 PF00300.21;His_Phos_1;
fake_2M_genome_001514	F5SF96_9BACL/54-157	71.9	64	18	0	23	86	1	64	2.6e-18	97.1	F5SF96_9BACL/54-157 F5SF96.1 PF00989.24;PAS;
fake_2M_genome_001515	F5SF96_9BACL/192-360	73.8	168	44	0	38	205	1	168	1.4e-62	245.7	F5SF96_9BACL/192-360 F5SF96.1 PF00158.25;Sigma54_activat;
fake_2M_genome_001516	A0A094JQV1_9BACL/10-255	99.6	246	1	0	10	255	1	246	2.1e-131	473.8	A0A094JQV1_9BACL/10-255 A0A094JQV1.1 PF13561.5;adh_short_C2;
fake_2M_genome_001517	F5SF84_9BACL/71-148	73.1	78	21	0	71	148	1	78	1.7e-25	121.3	F5SF84_9BACL/71-148 F5SF84.1 PF03061.21;4HBT;
fake_2M_genome_001518	F5SF83_9BACL/10-138	74.4	129	33	0	4	132	1	129	1.4e-52	211.1	F5SF83_9BACL/10-138 F5SF83.1 PF00293.27;NUDIX;
fake_2M_genome_001520	A0A094JMN1_9BACL/38-256	100	219	0	0	38	256	1	219	4.6e-121	439.5	A0A094JMN1_9BACL/38-256 A0A094JMN1.1 PF00497.19;SBP_bac_3;
fake_2M_genome_001521	A0A094K6T4_9BACL/32-214	99.5	183	1	0	32	214	1	183	4.4e-93	346.3	A0A094K6T4_9BACL/32-214 A0A094K6T4.1 PF00528.21;BPD_transp_1;
fake_2M_genome_001522	A0A094JKE4_9BACL/17-165	98.7	149	2	0	17	165	1	149	2.2e-77	294.3	A0A094JKE4_9BACL/17-165 A0A094JKE4.1 PF00005.26;ABC_tran;
fake_2M_genome_001523	A0A094JQU9_9BACL/33-157	100	125	0	0	33	157	1	125	4.6e-66	256.1	A0A094JQU9_9BACL/33-157 A0A094JQU9.1 PF13185.5;GAF_2;
fake_2M_genome_001524	A0A094LYS8_9BACL/2-355	99.7	354	1	0	2	355	1	354	2.7e-207	726.5	A0A094LYS8_9BACL/2-355 A0A094LYS8.1 PF02073.14;Peptidase_M29;
fake_2M_genome_001525	A0A094JMM8_9BACL/11-137	100	127	0	0	11	137	1	127	2.6e-66	256.9	A0A094JMM8_9BACL/11-137 A0A094JMM8.1 PF00358.19;PTS_EIIA_1;
fake_2M_genome_001526	A0A094K6T1_9BACL/49-337	100	289	0	0	49	337	1	289	4e-165	586.3	A0A094K6T1_9BACL/49-337 A0A094K6T1.1 PF05343.13;Peptidase_M42;
fake_2M_genome_001527	A0A094JKE2_9BACL/70-148	100	79	0	0	70	148	1	79	4.7e-36	156.4	A0A094JKE2_9BACL/70-148 A0A094JKE2.1 PF03061.21;4HBT;
fake_2M_genome_001529	A0A094LYS5_9BACL/19-303	100	285	0	0	19	303	1	285	2.3e-156	557	A0A094LYS5_9BACL/19-303 A0A094LYS5.1 PF04960.14;Glutaminase;
fake_2M_genome_001530	A0A094JMM5_9BACL/6-90	100	85	0	0	8	92	1	85	5.7e-40	168.7	A0A094JMM5_9BACL/6-90 A0A094JMM5.1 PF07408.10;DUF1507;
fake_2M_genome_001531	A0A094K6S8_9BACL/26-179	100	154	0	0	26	179	1	154	6.1e-76	290	A0A094K6S8_9BACL/26-179 A0A094K6S8.1 PF01699.23;Na_Ca_ex;
fake_2M_genome_001532	F5SF62_9BACL/6-168	75.9	162	37	1	8	167	2	163	8.2e-65	252.7	F5SF62_9BACL/6-168 F5SF62.1 PF01936.17;NYN;
fake_2M_genome_001533	A0A094JKD8_9BACL/6-112	100	107	0	0	6	112	1	107	4.1e-51	206.1	A0A094JKD8_9BACL/6-112 A0A094JKD8.1 PF03780.12;Asp23;
fake_2M_genome_001534	A0A094JQU1_9BACL/4-112	100	109	0	0	4	112	1	109	3.6e-57	226.1	A0A094JQU1_9BACL/4-112 A0A094JQU1.1 PF08868.9;YugN;
fake_2M_genome_001535	A0A0N0HD96_THEVU/73-383	63.6	313	110	2	70	381	1	310	5.7e-115	419.9	A0A0N0HD96_THEVU/73-383 A0A0N0HD96.1 PF01546.27;Peptidase_M20;
fake_2M_genome_001536	A0A094LYS3_9BACL/4-56	100	53	0	0	20	72	1	53	9.8e-21	105.5	A0A094LYS3_9BACL/4-56 A0A094LYS3.1 PF00571.27;CBS;
fake_2M_genome_001537	A0A094JMM2_9BACL/30-147	99.2	118	1	0	34	151	1	118	1.6e-60	237.7	A0A094JMM2_9BACL/30-147 A0A094JMM2.1 PF03862.12;SpoVAC_SpoVAEB;
fake_2M_genome_001538	A0A094K6S5_9BACL/10-337	99.4	328	2	0	8	335	1	328	4.5e-185	652.5	A0A094K6S5_9BACL/10-337 A0A094K6S5.1 PF07451.10;SpoVAD;
fake_2M_genome_001539	A0A094JKD3_9BACL/13-197	100	185	0	0	13	197	1	185	3.6e-103	379.8	A0A094JKD3_9BACL/13-197 A0A094JKD3.1 PF13472.5;Lipase_GDSL_2;
fake_2M_genome_001540	A0A094JQT7_9BACL/54-232	100	179	0	0	54	232	1	179	4.1e-91	340.1	A0A094JQT7_9BACL/54-232 A0A094JQT7.1 PF01145.24;Band_7;
fake_2M_genome_001541	I0AG06_IGNAJ/1-50	68.1	47	15	0	4	50	3	49	3.5e-11	72.4	I0AG06_IGNAJ/1-50 I0AG06.1 PF03869.13;Arc;
fake_2M_genome_001542	F5SF31_9BACL/110-345	54	237	105	3	108	342	1	235	6.6e-62	243.4	F5SF31_9BACL/110-345 F5SF31.1 PF00082.21;Peptidase_S8;
fake_2M_genome_001543	A0A094JML9_9BACL/318-439	100	122	0	0	318	439	1	122	5e-59	234.2	A0A094JML9_9BACL/318-439 A0A094JML9.1 PF01769.15;MgtE;
fake_2M_genome_001546	K0B1T4_CLOA9/68-129	50.8	61	26	1	43	99	2	62	9.4e-07	58.5	K0B1T4_CLOA9/68-129 K0B1T4.1 PF14343.5;PrcB_C;
fake_2M_genome_001547	A0A094JQT5_9BACL/360-549	100	190	0	0	360	549	1	190	2.4e-103	381.7	A0A094JQT5_9BACL/360-549 A0A094JQT5.1 PF16203.4;ERCC3_RAD25_C;
fake_2M_genome_001548	A0A094LYR6_9BACL/343-445	100	103	0	0	343	445	1	103	3e-54	218.8	A0A094LYR6_9BACL/343-445 A0A094LYR6.1 PF13625.5;Helicase_C_3;
fake_2M_genome_001549	A0A094JML6_9BACL/9-115	99.1	107	1	0	9	115	1	107	8e-51	205.3	A0A094JML6_9BACL/9-115 A0A094JML6.1 PF06133.10;Com_YlbF;
fake_2M_genome_001550	A0A094K6R9_9BACL/6-75	100	70	0	0	6	75	1	70	2e-32	143.3	A0A094K6R9_9BACL/6-75 A0A094K6R9.1 PF09902.8;DUF2129;
fake_2M_genome_001551	A0A094JKC4_9BACL/11-249	100	239	0	0	11	249	1	239	1.9e-126	458	A0A094JKC4_9BACL/11-249 A0A094JKC4.1 PF07690.15;MFS_1;
fake_2M_genome_001554	A0A094LYR3_9BACL/4-241	99.6	238	1	0	18	255	1	238	3.6e-124	449.9	A0A094LYR3_9BACL/4-241 A0A094LYR3.1 PF10609.8;ParA;
fake_2M_genome_001555	F5SEZ6_9BACL/17-85	73.9	69	16	1	15	81	1	69	2e-20	103.6	F5SEZ6_9BACL/17-85 F5SEZ6.1 PF03776.13;MinE;
fake_2M_genome_001561	A0A094LYQ8_9BACL/224-423	100	200	0	0	246	445	1	200	1e-99	369.4	A0A094LYQ8_9BACL/224-423 A0A094LYQ8.1 PF03553.13;Na_H_antiporter;
fake_2M_genome_001562	A0A094JML0_9BACL/98-246	98.7	149	2	0	98	246	1	149	7.2e-84	315.8	A0A094JML0_9BACL/98-246 A0A094JML0.1 PF01881.15;Cas_Cas6;
fake_2M_genome_001563	A0A094K6R3_9BACL/10-89	100	80	0	0	10	89	1	80	8.3e-39	164.9	A0A094K6R3_9BACL/10-89 A0A094K6R3.1 PF07110.10;EthD;
fake_2M_genome_001564	A0A094JKB8_9BACL/36-113	100	78	0	0	48	125	1	78	4.6e-35	152.9	A0A094JKB8_9BACL/36-113 A0A094JKB8.1 PF03061.21;4HBT;
fake_2M_genome_001565	A0A094JQS5_9BACL/9-261	100	253	0	0	9	261	1	253	1.6e-137	494.2	A0A094JQS5_9BACL/9-261 A0A094JQS5.1 PF00378.19;ECH_1;
fake_2M_genome_001566	A0A094LYQ5_9BACL/6-334	100	329	0	0	6	334	1	329	5.8e-193	679.1	A0A094LYQ5_9BACL/6-334 A0A094LYQ5.1 PF00501.27;AMP-binding;
fake_2M_genome_001567	A0A094JMK6_9BACL/5-184	99.4	180	1	0	5	184	1	180	9.8e-93	345.5	A0A094JMK6_9BACL/5-184 A0A094JMK6.1 PF02737.17;3HCDH_N;
fake_2M_genome_001568	A0A094K6Q8_9BACL/12-145	100	134	0	0	12	145	1	134	3.7e-67	260.4	A0A094K6Q8_9BACL/12-145 A0A094K6Q8.1 PF02737.17;3HCDH_N;
fake_2M_genome_001569	A0A094JKB4_9BACL/4-269	100	266	0	0	4	269	1	266	8.7e-148	528.9	A0A094JKB4_9BACL/4-269 A0A094JKB4.1 PF00108.22;Thiolase_N;
fake_2M_genome_001570	A0A094JQS3_9BACL/165-267	100	103	0	0	165	267	1	103	4.6e-55	220.3	A0A094JQS3_9BACL/165-267 A0A094JQS3.1 PF08223.10;PaaX_C;
fake_2M_genome_001571	A0A094LYQ2_9BACL/9-309	99	301	3	0	19	319	1	301	2.9e-176	623.2	A0A094LYQ2_9BACL/9-309 A0A094LYQ2.1 PF05138.11;PaaA_PaaC;
fake_2M_genome_001572	A0A094JMK4_9BACL/10-97	100	88	0	0	10	97	1	88	1e-45	188	A0A094JMK4_9BACL/10-97 A0A094JMK4.1 PF06243.10;PaaB;
fake_2M_genome_001573	A0A094K6Q4_9BACL/7-276	99.3	270	2	0	7	276	1	270	8.7e-155	551.6	A0A094K6Q4_9BACL/7-276 A0A094K6Q4.1 PF05138.11;PaaA_PaaC;
fake_2M_genome_001574	A0A094JKB0_9BACL/11-86	100	76	0	0	4	79	1	76	2.2e-33	147.5	A0A094JKB0_9BACL/11-86 A0A094JKB0.1 PF01883.18;FeS_assembly_P;
fake_2M_genome_001575	A0A094JQR9_9BACL/13-476	99.8	464	1	0	13	476	1	464	2.3e-267	926.4	A0A094JQR9_9BACL/13-476 A0A094JQR9.1 PF00171.21;Aldedh;
fake_2M_genome_001576	A0A094LYP8_9BACL/5-347	100	343	0	0	5	347	1	343	8.6e-187	658.3	A0A094LYP8_9BACL/5-347 A0A094LYP8.1 PF03060.14;NMO;
fake_2M_genome_001577	A0A094JMK0_9BACL/10-207	99.5	198	1	0	12	209	1	198	8.6e-111	405.6	A0A094JMK0_9BACL/10-207 A0A094JMK0.1 PF04072.13;LCM;
fake_2M_genome_001578	A0A094K6P9_9BACL/7-146	100	140	0	0	7	146	1	140	2.1e-79	300.4	A0A094K6P9_9BACL/7-146 A0A094K6P9.1 PF13302.6;Acetyltransf_3;
fake_2M_genome_001580	A0A094JQR6_9BACL/9-76	100	68	0	0	120	187	1	68	1.3e-28	132.9	A0A094JQR6_9BACL/9-76 A0A094JQR6.1 PF14449.5;PT-TG;
fake_2M_genome_001581	A0A094JMJ8_9BACL/12-203	100	192	0	0	12	203	1	192	2.8e-94	350.1	A0A094JMJ8_9BACL/12-203 A0A094JMJ8.1 PF04893.16;Yip1;
fake_2M_genome_001582	Q65LK9_BACLD/1-188	89.8	187	19	0	1	187	1	187	2e-94	350.5	Q65LK9_BACLD/1-188 Q65LK9.1 PF05067.11;Mn_catalase;
fake_2M_genome_001583	A0A094JK99_9BACL/11-87	100	77	0	0	11	87	1	77	1.6e-41	173.7	A0A094JK99_9BACL/11-87 A0A094JK99.1 PF12652.6;CotJB;
fake_2M_genome_001584	F5SEZ3_9BACL/85-139	90.9	55	5	0	11	65	1	55	3e-19	99.4	F5SEZ3_9BACL/85-139 F5SEZ3.1 PF00269.19;SASP;
fake_2M_genome_001585	A0A094JMJ4_9BACL/19-423	99.8	405	1	0	11	415	1	405	9.4e-235	818.1	A0A094JMJ4_9BACL/19-423 A0A094JMJ4.1 PF00501.27;AMP-binding;
fake_2M_genome_001588	A0A0N0Y8T1_THEVU/119-364	75.9	245	59	0	121	365	1	245	6.6e-105	386.3	A0A0N0Y8T1_THEVU/119-364 A0A0N0Y8T1.1 PF00082.21;Peptidase_S8;
fake_2M_genome_001589	A0A094JQQ8_9BACL/301-648	99.7	348	1	0	301	648	1	348	6.6e-201	706.1	A0A094JQQ8_9BACL/301-648 A0A094JQQ8.1 PF00905.21;Transpeptidase;
fake_2M_genome_001591	A0A0N0HD23_THEVU/59-278	55.2	221	97	2	59	278	1	220	1.4e-62	245.4	A0A0N0HD23_THEVU/59-278 A0A0N0HD23.1 PF02666.14;PS_Dcarbxylase;
fake_2M_genome_001592	A0A094K5F7_9BACL/56-193	100	138	0	0	56	193	1	138	1.3e-67	261.5	A0A094K5F7_9BACL/56-193 A0A094K5F7.1 PF01694.21;Rhomboid;
fake_2M_genome_001593	A0A0N0YB87_THEVU/21-348	56.4	326	142	0	22	347	3	328	5.1e-103	380.2	A0A0N0YB87_THEVU/21-348 A0A0N0YB87.1 PF07690.15;MFS_1;
fake_2M_genome_001594	A0A0D1XC54_ANEMI/138-261	43.8	128	67	4	4	130	1	124	2.8e-17	94	A0A0D1XC54_ANEMI/138-261 A0A0D1XC54.1 PF06094.11;GGACT;
fake_2M_genome_001595	A0A094JJ31_9BACL/5-427	100	423	0	0	5	427	1	423	6.5e-248	861.7	A0A094JJ31_9BACL/5-427 A0A094JJ31.1 PF00171.21;Aldedh;
fake_2M_genome_001596	A0A094JPF5_9BACL/133-241	100	109	0	0	133	241	1	109	1.3e-59	235.7	A0A094JPF5_9BACL/133-241 A0A094JPF5.1 PF02894.16;GFO_IDH_MocA_C;
fake_2M_genome_001597	A0A094LXE4_9BACL/19-443	99.8	425	1	0	25	449	1	425	8.4e-251	871.3	A0A094LXE4_9BACL/19-443 A0A094LXE4.1 PF01425.20;Amidase;
fake_2M_genome_001598	A0A094JL87_9BACL/5-319	99.7	315	1	0	5	319	1	315	5.3e-175	619	A0A094JL87_9BACL/5-319 A0A094JL87.1 PF00389.29;2-Hacid_dh;
fake_2M_genome_001599	A0A094JJ26_9BACL/83-158	100	76	0	0	83	158	1	76	9.8e-34	148.7	A0A094JJ26_9BACL/83-158 A0A094JJ26.1 PF01272.18;GreA_GreB;
fake_2M_genome_001600	A0A094JPF1_9BACL/8-123	100	116	0	0	8	123	1	116	2.4e-59	233.4	A0A094JPF1_9BACL/8-123 A0A094JPF1.1 PF01152.20;Bac_globin;
fake_2M_genome_001603	A0A094JL83_9BACL/25-176	100	152	0	0	25	176	1	152	1.4e-76	293.1	A0A094JL83_9BACL/25-176 A0A094JL83.1 PF13328.5;HD_4;
fake_2M_genome_001604	A0A094K5F0_9BACL/2-144	100	143	0	0	2	144	1	143	5.7e-76	288.9	A0A094K5F0_9BACL/2-144 A0A094K5F0.1 PF02580.15;Tyr_Deacylase;
fake_2M_genome_001605	A0A094JJ22_9BACL/4-337	99.7	334	1	0	4	337	1	334	4.2e-195	686.8	A0A094JJ22_9BACL/4-337 A0A094JJ22.1 PF00456.20;Transketolase_N;
fake_2M_genome_001606	A0A094JPE8_9BACL/18-106	100	89	0	0	18	106	1	89	2e-42	177.2	A0A094JPE8_9BACL/18-106 A0A094JPE8.1 PF04241.14;DUF423;
fake_2M_genome_001607	A0A094LXD9_9BACL/14-317	100	304	0	0	14	317	1	304	6.2e-176	622.5	A0A094LXD9_9BACL/14-317 A0A094LXD9.1 PF13393.5;tRNA-synt_His;
fake_2M_genome_001608	A0A094JL80_9BACL/124-561	100	438	0	0	124	561	1	438	7.9e-254	881.7	A0A094JL80_9BACL/124-561 A0A094JL80.1 PF00152.19;tRNA-synt_2;
fake_2M_genome_001609	A0A094M1L9_9BACL/1-191	100	191	0	0	50	240	1	191	1e-106	391.7	A0A094M1L9_9BACL/1-191 A0A094M1L9.1 PF06941.11;NT5C;
fake_2M_genome_001610	A0A094JQJ5_9BACL/120-182	100	63	0	0	120	182	1	63	4.1e-27	127.1	A0A094JQJ5_9BACL/120-182 A0A094JQJ5.1 PF07875.11;Coat_F;
fake_2M_genome_001613	A0A094JTS0_9BACL/271-437	100	167	0	0	271	437	1	167	3.2e-90	337.8	A0A094JTS0_9BACL/271-437 A0A094JTS0.1 PF12002.7;MgsA_C;
fake_2M_genome_001614	A0A0N0HD32_THEVU/1-83	92.8	83	6	0	1	83	1	83	1.4e-36	157.9	A0A0N0HD32_THEVU/1-83 A0A0N0HD32.1 PF02082.19;Rrf2;
fake_2M_genome_001615	A0A094JQJ4_9BACL/3-365	99.7	363	1	0	3	365	1	363	1.9e-205	720.3	A0A094JQJ4_9BACL/3-365 A0A094JQJ4.1 PF00266.18;Aminotran_5;
fake_2M_genome_001617	A0A094JNB6_9BACL/339-546	100	208	0	0	339	546	1	208	9.7e-116	423.3	A0A094JNB6_9BACL/339-546 A0A094JNB6.1 PF13604.5;AAA_30;
fake_2M_genome_001618	A0A0N0Y9Q3_THEVU/91-160	68.1	69	22	0	90	158	1	69	2.6e-21	107.5	A0A0N0Y9Q3_THEVU/91-160 A0A0N0Y9Q3.1 PF05239.15;PRC;
fake_2M_genome_001621	A0A094JQJ0_9BACL/6-344	100	339	0	0	6	344	1	339	1.5e-175	620.9	A0A094JQJ0_9BACL/6-344 A0A094JQJ0.1 PF01594.15;AI-2E_transport;
fake_2M_genome_001622	A0A094JNB1_9BACL/5-554	100	550	0	0	5	554	1	550	0	1119.8	A0A094JNB1_9BACL/5-554 A0A094JNB1.1 PF01411.18;tRNA-synt_2c;
fake_2M_genome_001623	A0A094JTR3_9BACL/2-79	100	78	0	0	2	79	1	78	4.2e-39	165.6	A0A094JTR3_9BACL/2-79 A0A094JTR3.1 PF06135.11;DUF965;
fake_2M_genome_001624	A0A094M1L1_9BACL/5-137	100	133	0	0	15	147	1	133	8.1e-70	268.5	A0A094M1L1_9BACL/5-137 A0A094M1L1.1 PF03652.14;RuvX;
fake_2M_genome_001625	A0A094JQI8_9BACL/15-97	100	83	0	0	15	97	1	83	4.8e-40	169.1	A0A094JQI8_9BACL/15-97 A0A094JQI8.1 PF06949.10;DUF1292;
fake_2M_genome_001626	A0A094K9M4_9BACL/34-93	100	60	0	0	34	93	1	60	3.8e-28	129.4	A0A094K9M4_9BACL/34-93 A0A094K9M4.1 PF06949.10;DUF1292;
fake_2M_genome_001627	A0A0N1K3J1_THEVU/40-341	50	306	144	5	40	342	1	300	2.1e-76	291.6	A0A0N1K3J1_THEVU/40-341 A0A0N1K3J1.1 PF02618.15;YceG;
fake_2M_genome_001628	A0A0N0YC67_THEVU/264-575	60.1	311	124	0	277	587	1	311	2.4e-109	401.7	A0A0N0YC67_THEVU/264-575 A0A0N0YC67.1 PF00905.21;Transpeptidase;
fake_2M_genome_001631	A0A094K9M0_9BACL/7-492	100	486	0	0	7	492	1	486	1.2e-274	950.7	A0A094K9M0_9BACL/7-492 A0A094K9M0.1 PF02028.16;BCCT;
fake_2M_genome_001632	A0A094JNA4_9BACL/30-371	100	342	0	0	30	371	1	342	5.8e-184	649	A0A094JNA4_9BACL/30-371 A0A094JNA4.1 PF01566.17;Nramp;
fake_2M_genome_001633	A0A094JTQ8_9BACL/99-276	100	178	0	0	99	276	1	178	5.5e-99	366.3	A0A094JTQ8_9BACL/99-276 A0A094JTQ8.1 PF00551.18;Formyl_trans_N;
fake_2M_genome_001634	A0A094M1K5_9BACL/10-393	100	384	0	0	10	393	1	384	1.9e-186	657.9	A0A094M1K5_9BACL/10-393 A0A094M1K5.1 PF00999.20;Na_H_Exchanger;
fake_2M_genome_001635	A0A0D1VVE5_ANEMI/215-587	60.6	373	146	1	216	588	1	372	3.6e-121	441.4	A0A0D1VVE5_ANEMI/215-587 A0A0D1VVE5.1 PF13245.5;AAA_19;
fake_2M_genome_001636	A0A094M035_9BACL/162-320	100	159	0	0	162	320	1	159	1.5e-81	308.5	A0A094M035_9BACL/162-320 A0A094M035.1 PF13377.5;Peripla_BP_3;
fake_2M_genome_001637	A0A094JNZ7_9BACL/1-285	99.6	285	1	0	1	285	1	285	3.2e-155	553.1	A0A094JNZ7_9BACL/1-285 A0A094JNZ7.1 PF00294.23;PfkB;
fake_2M_genome_001638	A0A094K851_9BACL/1-129	99.2	129	1	0	1	129	1	129	1.5e-64	250.8	A0A094K851_9BACL/1-129 A0A094K851.1 PF05025.12;RbsD_FucU;
fake_2M_genome_001639	A0A094JLR2_9BACL/267-422	99.4	156	1	0	267	422	1	156	2.7e-82	311.6	A0A094JLR2_9BACL/267-422 A0A094JLR2.1 PF00005.26;ABC_tran;
fake_2M_genome_001640	A0A094JS63_9BACL/40-307	99.6	268	1	0	40	307	1	268	4.2e-137	493	A0A094JS63_9BACL/40-307 A0A094JS63.1 PF02653.15;BPD_transp_2;
fake_2M_genome_001641	A0A094M033_9BACL/41-291	100	251	0	0	41	291	1	251	5.7e-131	472.6	A0A094M033_9BACL/41-291 A0A094M033.1 PF13407.5;Peripla_BP_4;
fake_2M_genome_001642	A0A0N0Z4C5_9BACI/2-146	65	143	50	0	3	145	2	144	2.8e-46	190.7	A0A0N0Z4C5_9BACI/2-146 A0A0N0Z4C5.1 PF03358.14;FMN_red;
fake_2M_genome_001644	A0A023DF84_9BACI/1-322	78.9	322	68	0	1	322	1	322	2.1e-148	530.8	A0A023DF84_9BACI/1-322 A0A023DF84.1 PF00296.19;Bac_luciferase;
fake_2M_genome_001645	A0A023DFA6_9BACI/126-219	84	94	15	0	119	212	1	94	8.4e-41	172.9	A0A023DFA6_9BACI/126-219 A0A023DFA6.1 PF02770.18;Acyl-CoA_dh_M;
fake_2M_genome_001646	A0A0Q4R705_9BACL/249-391	77.1	105	24	0	1	105	39	143	2e-39	167.2	A0A0Q4R705_9BACL/249-391 A0A0Q4R705.1 PF00441.23;Acyl-CoA_dh_1;
fake_2M_genome_001647	A0A094JS60_9BACL/54-124	98.6	71	1	0	54	124	1	71	3e-31	141	A0A094JS60_9BACL/54-124 A0A094JS60.1 PF04542.13;Sigma70_r2;
fake_2M_genome_001650	D3R1I9_MAGIU/303-420	45.2	104	46	3	58	151	11	113	3.4e-15	87	D3R1I9_MAGIU/303-420 D3R1I9.1 PF10502.8;Peptidase_S26;
fake_2M_genome_001651	A0A094JNZ0_9BACL/10-146	99.3	137	1	0	10	146	1	137	4.2e-77	292.7	A0A094JNZ0_9BACL/10-146 A0A094JNZ0.1 PF09346.9;SMI1_KNR4;
